account_id,username,bio,profile_picture,account_age,tweets_count,followers_count,following_count,duplicate_tweets,content_similarity,follower_following_ratio,tweet_frequency,is_fake,is_clone,report,blocked,avg_distance,name
N05214,georgeramirez1984,Digital marketer,1,3478,2242,31992,33475,1,0.34,0.96,0.64,0,0,0,0,0.0758153955444431,Ritika Sharma
N05215,michaelmitchell1984,Travel addict,0,1002,7997,2155,35247,1,0.28,0.06,7.98,0,0,0,0,0.1383564396220788,Krishna Yadav
N05216,ashley.campbell1995,Travel addict,1,2622,6716,72628,1707,1,0.86,42.55,2.56,0,1,0,0,1.3318603128341364,Nikita Arora
N05217,kimberly_scott,Sports fan,1,3871,3140,38471,89399,1,0.26,0.43,0.81,0,0,0,0,0.0900949017963698,Aryan Desai
N05218,william.brown13,,0,2022,9446,50783,62608,0,0.27,0.81,4.67,0,0,0,0,0.1296122934570847,Shruti Menon
N05219,sarah_rivera67,Tech enthusiast,0,4521,9840,5489,30870,1,0.79,0.18,2.18,0,0,0,0,0.0979916932447611,Dhruv Shah
N05220,carolbaker,Sports fan,0,2761,1011,13517,83289,1,0.54,0.16,0.37,0,0,0,0,0.0935345802236909,Palak Tiwari
N05221,kevinjohnson77,Lover of nature,0,2630,4306,61484,13269,1,0.75,4.63,1.64,0,0,0,0,0.2748925062899922,Aarav Sharma
N05222,edward_king2002,Travel addict,1,911,6734,20669,75255,1,0.78,0.27,7.39,0,0,0,0,0.1148234567608584,Priya Verma
N05223,george_perez1989,Sports fan,0,1121,579,97546,63410,0,0.02,1.54,0.52,0,0,0,0,0.1304183874635347,Rohan Mehta
N05224,emilyking26,Tech enthusiast,0,4473,478,51659,10578,0,0.86,4.88,0.11,0,1,0,0,0.1854147834466309,Sneha Reddy
N05225,kevinharris51,Photographer,1,626,8512,19955,70964,0,0.44,0.28,13.6,0,0,0,0,0.2832310239167003,Arjun Kapoor
N05226,james_allen1988,Sports fan,0,3679,2915,67390,85553,1,0.81,0.79,0.79,0,1,0,0,0.0628314833433563,Ananya Singh
N05227,lindasanchez1984,,1,4037,4000,1871,81807,0,0.65,0.02,0.99,0,0,0,0,0.0896944753901155,Vikram Patel
N05228,margaretthompson42,Digital marketer,0,2700,6558,30882,98172,0,0.96,0.31,2.43,0,1,0,0,0.0730108673805096,Kavya Nair
N05229,davidflores8,Tech enthusiast,1,807,9266,27195,88166,0,0.59,0.31,11.48,0,0,0,0,0.29358964828781,Rahul Das
N05230,jessicamartin1980,Lover of nature,0,1098,6177,91881,54,1,0.6,1701.5,5.63,0,0,0,0,619.0143568190236,Ishita Gupta
N05232,betty_davis,,1,4852,6948,40841,8856,0,0.07,4.61,1.43,0,0,0,0,0.1617755103375673,Neha Joshi
N05233,barbararobinson,Tech enthusiast,1,3049,9221,79778,23707,0,0.28,3.37,3.02,0,0,0,0,0.2416013166885627,Karthik Iyer
N05234,thomascarter1986,Lover of nature,1,4611,284,6435,7592,0,0.35,0.85,0.06,0,0,0,0,0.0488269846954749,Simran Kaur
N05235,williamthomas,Lover of nature,0,4078,3010,67576,99259,0,0.68,0.68,0.74,0,0,0,0,0.0634007444511599,Yash Malhotra
N05236,thomas.adams90,Tech enthusiast,1,4151,3010,37222,25671,0,0.64,1.45,0.73,0,0,0,0,0.0943177611051871,Pooja Choudhary
N05237,nancydavis1993,Photographer,1,807,2452,87489,99262,0,0.17,0.88,3.04,0,0,0,0,0.0876714614944918,Manav Bansal
N05238,lindascott2001,,0,2797,1016,65484,52109,0,0.3,1.26,0.36,0,0,0,0,0.0672885169158917,Tanvi Mishra
N05239,davidcarter,Travel addict,1,2968,9244,36868,64002,0,0.73,0.58,3.11,0,0,0,0,0.0976239268565894,Devansh Agarwal
N05240,michelle_johnson47,Photographer,0,2127,7276,74837,23567,0,0.4,3.18,3.42,0,0,0,0,0.2659393757395085,Meera Pillai
N05241,robert_baker2004,Photographer,0,1268,6136,10582,80009,1,0.23,0.13,4.84,0,0,0,0,0.1768952390604795,Siddharth Jain
N05242,donald_walker2004,Photographer,0,3084,5524,82796,89277,0,0.21,0.93,1.79,0,0,0,0,0.0703422474902701,Aisha Khan
N05243,josephperez85,Photographer,0,374,382,11836,85060,0,0.36,0.14,1.02,0,0,0,0,0.0601556135173781,Harsh Vardhan
N05244,dorothy_rodriguez2001,Lover of nature,0,4904,6560,56768,9439,1,0.14,6.01,1.34,0,0,0,0,0.2392545926600202,Ritika Sharma
N05245,mark_johnson1982,Digital marketer,0,3784,1706,31397,96334,0,0.92,0.33,0.45,0,1,0,0,0.0679450696177667,Krishna Yadav
N05246,donna.nguyen87,,1,1318,7502,33308,51745,0,0.41,0.64,5.69,0,0,0,0,0.1584752120082598,Nikita Arora
N05247,charleshernandez,Lover of nature,0,1861,9920,85458,81052,1,0.83,1.05,5.33,0,1,0,0,0.117809456075969,Aryan Desai
N05248,jennifer_adams,Tech enthusiast,0,3141,608,92715,82601,1,0.62,1.12,0.19,0,0,0,0,0.0638992939555247,Shruti Menon
N05249,kevinthompson1981,Tech enthusiast,0,155,7072,29172,33118,0,0.44,0.88,45.63,0,0,0,0,0.4238014835465312,Dhruv Shah
N05250,deborah.harris,Photographer,0,1258,7573,89104,16426,1,0.88,5.42,6.02,0,1,0,0,0.4184728520792837,Palak Tiwari
N05251,mary_baker1987,,1,2422,389,4531,56827,1,0.97,0.08,0.16,0,1,0,0,0.1086094431682492,Aarav Sharma
N05252,mary.gonzalez76,Lover of nature,1,2398,1099,29981,10820,0,0.24,2.77,0.46,0,0,0,0,0.1869485216421908,Priya Verma
N05253,carollewis71,Lover of nature,0,3565,5583,12454,83705,1,0.75,0.15,1.57,0,0,0,0,0.0613093324476173,Rohan Mehta
N05254,michelleperez,Travel addict,0,3030,1766,8003,51420,1,0.2,0.16,0.58,0,0,0,0,0.0661304273754776,Sneha Reddy
N05255,michelle_lopez1985,,1,2296,2828,93497,54409,0,0.87,1.72,1.23,0,1,0,0,0.1288832968448042,Arjun Kapoor
N05257,richard.garcia91,,0,3790,914,12834,55089,1,0.4,0.23,0.24,0,0,0,0,0.0813897690186021,Vikram Patel
N05258,matthew_sanchez,,1,3839,3394,50880,35990,0,0.63,1.41,0.88,0,0,0,0,0.0986178836273,Kavya Nair
N05259,melissa_martin1981,Digital marketer,0,1158,9568,54008,63362,0,0.39,0.85,8.26,0,0,0,0,0.2138893122170494,Rahul Das
N05260,kevin_rodriguez,Digital marketer,1,301,3420,30784,8687,1,0.76,3.54,11.36,0,0,0,0,0.4068265383436094,Ishita Gupta
N05261,donald.white1990,Photographer,1,2934,4142,49197,3826,1,0.33,12.86,1.41,0,0,0,0,0.3515338707182758,Aditya Rao
N05262,barbara_baker2001,Digital marketer,0,530,5068,56561,64056,1,0.04,0.88,9.56,0,0,0,0,0.2112734921989905,Neha Joshi
N05263,elizabethlee91,Tech enthusiast,1,3618,543,23451,91013,1,0.73,0.26,0.15,0,0,0,0,0.0832514962274151,Karthik Iyer
N05264,andrewnelson,Digital marketer,0,834,7489,98531,75122,0,0.9,1.31,8.98,0,1,0,0,0.2132755732064419,Simran Kaur
N05265,michael.sanchez33,Digital marketer,1,224,7150,18832,28819,0,0.79,0.65,31.92,0,0,0,0,0.3810691872100683,Yash Malhotra
N05266,kevin_martinez1984,Digital marketer,1,3774,9816,68702,45425,0,0.33,1.51,2.6,0,0,0,0,0.1032937563875681,Pooja Choudhary
N05267,karengreen66,Lover of nature,0,1668,7792,35929,23979,0,0.03,1.5,4.67,0,0,0,0,0.1727906360612981,Manav Bansal
N05268,anthonyjackson91,Sports fan,0,501,2680,47557,58060,0,0.71,0.82,5.35,0,0,0,0,0.1373862837288276,Tanvi Mishra
N05269,charlesadams44,Digital marketer,1,4097,1876,41701,44780,0,0.27,0.93,0.46,0,0,0,0,0.0747049895903308,Devansh Agarwal
N05270,paul_ramirez,,0,3800,6265,40111,55089,1,0.12,0.73,1.65,0,0,0,0,0.0878539660543047,Meera Pillai
N05271,patricia_moore,Travel addict,0,1004,2987,9485,48060,0,0.85,0.2,2.98,0,1,0,0,0.100335025505472,Siddharth Jain
N05272,sarah.wright,Digital marketer,1,2963,1210,38024,17718,1,0.15,2.15,0.41,0,0,0,0,0.1471646092097704,Aisha Khan
N05273,david.rivera50,Travel addict,1,3148,9031,98321,91882,0,0.18,1.07,2.87,0,0,0,0,0.0729369298146183,Harsh Vardhan
N05276,emily_rivera86,Photographer,0,4355,3788,83317,71264,1,0.12,1.17,0.87,0,0,0,0,0.0721489336217342,Nikita Arora
N05277,andrew_johnson1996,Travel addict,1,1884,9636,43422,32501,0,0.24,1.34,5.11,0,0,0,0,0.1512957169584306,Aryan Desai
N05278,donnathompson,Photographer,1,3942,1188,59469,13945,0,0.81,4.26,0.3,0,1,0,0,0.1939037141115452,Shruti Menon
N05279,donna_ramirez,Tech enthusiast,1,502,9769,80651,89743,1,0.24,0.9,19.46,0,0,0,0,0.4371495313876398,Dhruv Shah
N05280,joshua_walker,Tech enthusiast,1,1774,2581,49592,99860,1,0.96,0.5,1.45,0,1,0,0,0.0724542071636381,Palak Tiwari
N05281,nancythompson30,Digital marketer,1,801,9469,19957,98449,1,0.09,0.2,11.82,0,0,0,0,0.3117789373343701,Aarav Sharma
N05282,stevengarcia1986,,0,3987,6191,21343,25267,1,0.8,0.84,1.55,0,0,0,0,0.0723380256123777,Priya Verma
N05283,karenadams,Travel addict,0,2606,9984,75358,1498,1,0.02,50.31,3.83,0,0,0,0,1.549303249125592,Rohan Mehta
N05284,robert.nelson97,Travel addict,1,2515,2403,46136,85382,1,0.98,0.54,0.96,0,1,0,0,0.0945976572230383,Sneha Reddy
N05285,george.lee1990,,0,1870,1842,9955,677,0,0.49,14.7,0.99,0,0,0,0,0.4055942938319768,Arjun Kapoor
N05286,melissa_anderson2002,Lover of nature,0,4343,40,13643,9861,0,0.62,1.38,0.01,0,0,0,0,0.1116689954141616,Ananya Singh
N05287,lisabrown35,,1,131,5524,83080,96535,0,0.82,0.86,42.17,0,1,0,0,0.8247005987550644,Vikram Patel
N05288,james_wilson73,Lover of nature,1,1522,3675,240,50627,0,0.22,0.0,2.41,0,0,0,0,0.1191005048369344,Kavya Nair
N05289,sarahtaylor1984,Lover of nature,1,3624,407,67036,10492,0,0.53,6.39,0.11,0,0,0,0,0.1887347736918058,Rahul Das
N05290,george_flores,,0,2429,7870,40920,83301,0,0.0,0.49,3.24,0,0,0,0,0.1300898362993753,Ishita Gupta
N05291,amanda_gonzalez2003,,1,598,1393,69081,68798,0,0.5,1.0,2.33,0,0,0,0,0.0721010420425559,Aditya Rao
N05292,jessicarobinson,Lover of nature,1,2472,2615,55966,28993,1,0.53,1.93,1.06,0,0,0,0,0.0658730600773246,Neha Joshi
N05293,john.allen19,Tech enthusiast,0,4123,2839,10459,23392,1,0.45,0.45,0.69,0,0,0,0,0.0722737160959048,Karthik Iyer
N05295,betty.lopez1988,Tech enthusiast,1,3761,690,50154,43323,1,0.67,1.16,0.18,0,0,0,0,0.0648467597635965,Yash Malhotra
N05296,brianrobinson33,Photographer,0,1484,911,95828,20753,1,0.51,4.62,0.61,0,0,0,0,0.1533716794066933,Pooja Choudhary
N05297,michaelbrown82,,1,3141,9162,54338,74545,1,0.03,0.73,2.92,0,0,0,0,0.1284136635054059,Manav Bansal
N05298,jennifer_nguyen1988,Sports fan,1,409,2063,97970,6127,0,0.98,15.99,5.04,0,1,0,0,0.8682043769811643,Tanvi Mishra
N05299,jessica_rodriguez1996,,0,1328,2380,5735,7787,0,0.37,0.74,1.79,0,0,0,0,0.0630040988030146,Devansh Agarwal
N05300,charleshill6,Lover of nature,0,4610,8370,96963,64525,1,0.31,1.5,1.82,0,0,0,0,0.1018849964435507,Meera Pillai
N05301,stevenjackson,Sports fan,0,1416,3820,86484,38693,1,0.69,2.24,2.7,0,0,0,0,0.1269892650165932,Siddharth Jain
N05302,christopherflores,Sports fan,1,2723,7590,7881,9104,0,0.88,0.87,2.79,0,1,0,0,0.0759899026139963,Aisha Khan
N05303,edwardbrown2003,Digital marketer,0,2127,7282,23941,96776,0,0.23,0.25,3.42,0,0,0,0,0.0773658841768851,Harsh Vardhan
N05304,elizabeth.martin,Photographer,1,3232,4583,51048,50224,1,0.12,1.02,1.42,0,0,0,0,0.0919126133884471,Ritika Sharma
N05305,jennifer.johnson64,,1,4327,2979,803,49486,1,0.84,0.02,0.69,0,1,0,0,0.0695020898877555,Krishna Yadav
N05306,richard_young,Digital marketer,1,3300,7438,38822,93237,1,0.47,0.42,2.25,0,0,0,0,0.0716491931978796,Nikita Arora
N05307,maryallen,Photographer,1,1209,887,54898,91191,1,0.64,0.6,0.73,0,0,0,0,0.0593913291205996,Aryan Desai
N05308,michelle_torres79,Tech enthusiast,0,3694,5170,77481,35100,0,0.7,2.21,1.4,0,0,0,0,0.1142319846969794,Shruti Menon
N05309,sandra_thompson2003,Sports fan,1,1524,4687,2305,27629,0,0.48,0.08,3.08,0,0,0,0,0.1054065686806456,Dhruv Shah
N05310,kevinhall62,Digital marketer,0,4547,9169,83511,4939,1,0.02,16.91,2.02,0,0,0,0,0.5377819278996829,Palak Tiwari
N05311,melissatorres1992,Tech enthusiast,1,4229,5310,13618,72068,0,0.96,0.19,1.26,0,1,0,0,0.106296636087144,Aarav Sharma
N05312,susan_carter71,,0,2460,8044,57959,49517,0,0.58,1.17,3.27,0,0,0,0,0.0920147170331941,Priya Verma
N05314,donald_jackson42,Lover of nature,1,3676,8772,80279,38897,0,0.57,2.06,2.39,0,0,0,0,0.088005041806014,Sneha Reddy
N05315,elizabethperez2004,Tech enthusiast,1,3413,7289,86523,19446,0,0.46,4.45,2.14,0,0,0,0,0.2037793291403661,Arjun Kapoor
N05316,thomas.wright1986,Tech enthusiast,1,3512,2728,43974,72904,1,0.26,0.6,0.78,0,0,0,0,0.0839146457685071,Ananya Singh
N05317,dorothyadams2005,Digital marketer,1,2054,8970,26116,86958,1,0.64,0.3,4.37,0,0,0,0,0.1161085687166221,Vikram Patel
N05318,steven_king57,Photographer,0,1115,2380,66992,30820,0,0.32,2.17,2.13,0,0,0,0,0.116502606227904,Kavya Nair
N05319,michael.lewis1996,Sports fan,0,85,1018,83126,12638,0,0.81,6.58,11.98,0,1,0,0,1.3699163490323183,Rahul Das
N05320,michellehall91,Photographer,1,3649,6557,81822,52143,0,0.77,1.57,1.8,0,0,0,0,0.1266931473686342,Ishita Gupta
N05321,linda.davis24,Photographer,1,3091,3170,13887,64321,0,0.28,0.22,1.03,0,0,0,0,0.0774958804836681,Aditya Rao
N05322,lisaflores,Sports fan,0,1695,2469,94248,18388,1,0.95,5.13,1.46,0,1,0,0,0.2038986470543658,Neha Joshi
N05323,christopheryoung2001,Lover of nature,1,1179,2601,49772,27821,0,0.93,1.79,2.21,0,1,0,0,0.1074513682876693,Karthik Iyer
N05324,anthonyjones1984,Photographer,0,3918,8495,17576,17131,1,0.92,1.03,2.17,0,1,0,0,0.0969270819033731,Simran Kaur
N05325,michael_martin92,Lover of nature,0,554,422,40929,39413,0,0.41,1.04,0.76,0,0,0,0,0.0615329637188283,Yash Malhotra
N05326,susanwilliams1983,Lover of nature,1,1692,1296,36366,50067,0,0.67,0.73,0.77,0,0,0,0,0.0654960946432109,Pooja Choudhary
N05327,susandavis64,Tech enthusiast,1,2772,2742,9514,96925,1,0.94,0.1,0.99,0,1,0,0,0.0811915538324568,Manav Bansal
N05328,richardwright2001,,1,1706,6904,3133,33047,1,0.36,0.09,4.05,0,0,0,0,0.1312681067494694,Tanvi Mishra
N05329,danieldavis,,1,4494,9452,54580,36801,0,0.65,1.48,2.1,0,0,0,0,0.0888761685050352,Devansh Agarwal
N05330,kevin.williams8,Digital marketer,1,3285,9067,50968,62153,1,0.84,0.82,2.76,0,1,0,0,0.0755047572401652,Meera Pillai
N05332,georgemiller9,Sports fan,1,3421,4769,64435,4998,0,0.39,12.89,1.39,0,0,0,0,0.3480538982896565,Aisha Khan
N05333,jessicarodriguez,Travel addict,1,1134,4238,71524,49909,1,0.41,1.43,3.74,0,0,0,0,0.1081183183447601,Harsh Vardhan
N05334,richardwalker82,Digital marketer,1,2934,6815,71348,6323,1,0.96,11.28,2.32,0,1,0,0,0.3769134542123264,Ritika Sharma
N05335,elizabethallen,Tech enthusiast,1,4946,6866,37734,51570,0,0.02,0.73,1.39,0,0,0,0,0.0612575102871709,Krishna Yadav
N05337,kevin.clark,Lover of nature,1,1785,8245,61687,56368,1,0.08,1.09,4.62,0,0,0,0,0.1511384525465922,Aryan Desai
N05338,emilyscott1984,,0,4334,9496,28947,59535,1,0.24,0.49,2.19,0,0,0,0,0.0575954121405339,Shruti Menon
N05339,anthony_thomas,Digital marketer,0,3533,5309,19333,84396,1,0.16,0.23,1.5,0,0,0,0,0.065115808630009,Dhruv Shah
N05340,nancy.mitchell,,0,4129,2250,9981,31050,1,0.07,0.32,0.54,0,0,0,0,0.1144090092965978,Palak Tiwari
N05341,susanclark78,Lover of nature,1,3893,4435,56436,64414,1,0.19,0.88,1.14,0,0,0,0,0.0949915487948076,Aarav Sharma
N05343,anthonymartinez2000,Photographer,1,427,6690,7337,69253,0,0.4,0.11,15.67,0,0,0,0,0.2647944020139244,Rohan Mehta
N05344,karen_jones81,Photographer,1,3330,215,23291,69682,0,0.16,0.33,0.06,0,0,0,0,0.0612697264694707,Sneha Reddy
N05345,danielharris77,Sports fan,0,248,9303,89560,81075,0,0.5,1.1,37.51,0,0,0,0,0.4325485779109589,Arjun Kapoor
N05346,susanthomas,Digital marketer,0,2157,6831,35888,21564,0,0.44,1.66,3.17,0,0,0,0,0.0973016916050371,Ananya Singh
N05347,sandra_scott99,Tech enthusiast,0,4236,318,20037,9489,1,1.0,2.11,0.08,0,1,0,0,0.1981785122252823,Vikram Patel
N05348,matthew_white2002,,1,4288,6989,27716,33506,1,0.04,0.83,1.63,0,0,0,0,0.0901049578607768,Kavya Nair
N05349,emily.gonzalez1987,,0,3223,4346,68790,16023,1,0.09,4.29,1.35,0,0,0,0,0.2035937501362751,Rahul Das
N05350,betty_lopez1984,Tech enthusiast,0,4845,7208,75004,71222,0,0.59,1.05,1.49,0,0,0,0,0.0665678926036869,Ishita Gupta
N05351,maryrivera1990,Tech enthusiast,0,1915,2549,25564,15450,0,0.04,1.65,1.33,0,0,0,0,0.1411615576136624,Aditya Rao
N05353,richard.ramirez,Lover of nature,0,472,5613,34875,7859,0,0.21,4.44,11.89,0,0,0,0,0.6553136609327239,Karthik Iyer
N05354,josephmartin1990,,0,2742,2898,97325,60179,1,0.75,1.62,1.06,0,0,0,0,0.1074108557501644,Simran Kaur
N05356,jessica_green,Travel addict,0,1928,7553,1833,79701,1,0.04,0.02,3.92,0,0,0,0,0.1638563986385214,Pooja Choudhary
N05357,richardramirez,,1,2128,3563,60413,3332,1,0.15,18.13,1.67,0,0,0,0,0.5530633984852615,Manav Bansal
N05358,matthewflores1988,Lover of nature,1,50,7422,9996,66031,1,0.72,0.15,148.44,0,0,0,0,3.526233973593455,Tanvi Mishra
N05359,lisa.green1991,Travel addict,1,2842,9013,8869,86599,1,0.34,0.1,3.17,0,0,0,0,0.1080724675700897,Devansh Agarwal
N05360,michaeljohnson96,Digital marketer,0,209,7631,84179,33713,0,0.53,2.5,36.51,0,0,0,0,0.7550876708927715,Meera Pillai
N05361,emily_harris,Digital marketer,1,4300,4105,2006,61724,1,0.01,0.03,0.95,0,0,0,0,0.0450097398485656,Siddharth Jain
N05362,michaelking1986,Digital marketer,0,4948,7688,90048,81350,1,0.14,1.11,1.55,0,0,0,0,0.1065320561014813,Aisha Khan
N05363,matthewjackson,Photographer,0,1187,8107,60824,69869,1,0.89,0.87,6.83,0,1,0,0,0.1632678697150318,Harsh Vardhan
N05364,mary.anderson,Lover of nature,0,3886,8969,99083,94371,1,0.55,1.05,2.31,0,0,0,0,0.0530104409218005,Ritika Sharma
N05365,michael.baker,,0,1639,8787,22483,6093,0,0.81,3.69,5.36,0,1,0,0,0.3086311622373413,Krishna Yadav
N05366,dorothy_young97,Photographer,1,4733,4274,80811,95212,0,0.91,0.85,0.9,0,1,0,0,0.0645480174358352,Nikita Arora
N05367,jennifer.king42,Sports fan,1,3426,230,67608,13727,0,0.63,4.93,0.07,0,0,0,0,0.1890212111265561,Aryan Desai
N05368,maryrobinson1997,Digital marketer,0,687,7233,49133,85891,0,0.66,0.57,10.53,0,0,0,0,0.270192981234976,Shruti Menon
N05369,carol_williams37,Tech enthusiast,0,2682,59,3142,12455,0,0.53,0.25,0.02,0,0,0,0,0.0535744694608897,Dhruv Shah
N05370,kevin.thompson45,Lover of nature,0,4884,9928,22142,59781,1,0.56,0.37,2.03,0,0,0,0,0.065078215994664,Palak Tiwari
N05371,williamnguyen56,Digital marketer,0,3682,4466,31966,7989,1,0.22,4.0,1.21,0,0,0,0,0.1784663787115841,Aarav Sharma
N05372,joseph.king1996,Lover of nature,1,3515,6825,86667,96318,1,0.16,0.9,1.94,0,0,0,0,0.0527418427607906,Priya Verma
N05373,stevenlee,Tech enthusiast,0,2109,5211,86347,45199,0,0.81,1.91,2.47,0,1,0,0,0.13557091726908,Rohan Mehta
N05374,barbaragonzalez,Digital marketer,0,73,7840,3346,51210,1,0.88,0.07,107.4,0,1,0,0,1.0717180466923892,Sneha Reddy
N05375,dorothy_jones56,,0,2575,7669,45358,35576,0,0.79,1.27,2.98,0,0,0,0,0.0924504080861449,Arjun Kapoor
N05376,melissagonzalez35,Lover of nature,1,1572,7506,83714,60942,0,0.63,1.37,4.77,0,0,0,0,0.1530231081487674,Ananya Singh
N05377,david.hall1994,Digital marketer,0,2636,866,98176,83586,1,0.5,1.17,0.33,0,0,0,0,0.090739738694893,Vikram Patel
N05378,lisa_nguyen1983,Digital marketer,1,3371,7110,3988,88867,1,0.35,0.04,2.11,0,0,0,0,0.0720732730395225,Kavya Nair
N05379,markmoore87,Lover of nature,0,3689,1415,55790,56172,0,0.45,0.99,0.38,0,0,0,0,0.0721706834275163,Rahul Das
N05380,david.hill1980,Tech enthusiast,1,474,2331,56848,97019,0,0.19,0.59,4.92,0,0,0,0,0.116278359892464,Ishita Gupta
N05382,roberthall2000,Lover of nature,1,4098,8194,12358,70693,0,0.68,0.17,2.0,0,0,0,0,0.0665926676294776,Neha Joshi
N05384,robert_hall,,0,3796,7434,70895,48544,1,0.38,1.46,1.96,0,0,0,0,0.0974266073651555,Simran Kaur
N05385,elizabethmartinez1990,Tech enthusiast,1,4095,2509,44540,59577,1,0.93,0.75,0.61,0,1,0,0,0.0701507616216432,Yash Malhotra
N05386,deborah_clark,Travel addict,1,2778,8941,30668,99135,0,0.48,0.31,3.22,0,0,0,0,0.0775180542619841,Pooja Choudhary
N05387,josephjackson1980,Photographer,1,2821,5018,29147,47796,0,0.93,0.61,1.78,0,1,0,0,0.0741231202187631,Manav Bansal
N05388,amandaramirez53,Photographer,0,2087,2540,86121,58964,0,0.4,1.46,1.22,0,0,0,0,0.0766181649200234,Tanvi Mishra
N05389,lindajackson1995,,0,1301,6535,26109,77668,0,0.13,0.34,5.02,0,0,0,0,0.1244340505600713,Devansh Agarwal
N05390,daniel_smith6,,1,3575,8559,15998,2790,0,0.21,5.73,2.39,0,0,0,0,0.2290363049594679,Meera Pillai
N05391,josephperez,Photographer,0,631,1004,65485,29527,1,0.99,2.22,1.59,0,1,0,0,0.1914002594777047,Siddharth Jain
N05392,jennifer_wright,Lover of nature,1,4807,9809,10561,95879,0,0.74,0.11,2.04,0,0,0,0,0.0792132209507212,Aisha Khan
N05393,anthony_mitchell1980,Travel addict,0,227,2233,33387,29480,0,0.21,1.13,9.84,0,0,0,0,0.1559412914797147,Harsh Vardhan
N05394,ashley.scott1981,Sports fan,1,1977,8399,59648,52227,1,0.01,1.14,4.25,0,0,0,0,0.2127900279728409,Ritika Sharma
N05395,richard.clark,Digital marketer,1,4317,2402,75354,82369,0,0.9,0.91,0.56,0,1,0,0,0.0913339032304324,Krishna Yadav
N05396,lisajackson39,Travel addict,1,2128,6570,99661,60446,1,0.96,1.65,3.09,0,1,0,0,0.1437626596130456,Nikita Arora
N05397,robert.nelson56,Sports fan,1,1206,1166,41522,95450,1,0.8,0.44,0.97,0,0,0,0,0.0753069060571594,Aryan Desai
N05398,davidgreen1993,Tech enthusiast,1,1483,6187,46770,41969,1,0.29,1.11,4.17,0,0,0,0,0.107712639280554,Shruti Menon
N05399,georgewilliams,Sports fan,0,3907,4213,33484,82998,1,0.43,0.4,1.08,0,0,0,0,0.0830483860014517,Dhruv Shah
N05400,nancyjohnson,,1,1721,1958,96409,77210,0,0.97,1.25,1.14,0,1,0,0,0.1169940922987185,Palak Tiwari
N05401,elizabeth_lewis2000,Travel addict,1,3297,7168,8649,98350,1,0.23,0.09,2.17,0,0,0,0,0.0932874357796871,Aarav Sharma
N05402,daniel.white1986,Digital marketer,0,1067,439,22374,95409,1,0.66,0.23,0.41,0,0,0,0,0.0617254278838144,Priya Verma
N05403,george.gonzalez1992,Travel addict,0,3731,21,73781,36635,0,0.02,2.01,0.01,0,0,0,0,0.1800267337846704,Rohan Mehta
N05404,kevin.torres8,Sports fan,0,1690,5596,72404,64120,0,0.52,1.13,3.31,0,0,0,0,0.0847490060311784,Sneha Reddy
N05405,michelle.davis,Digital marketer,0,1477,3209,91095,79063,1,0.17,1.15,2.17,0,0,0,0,0.073101067644702,Arjun Kapoor
N05406,paulbaker17,Sports fan,1,489,8072,21736,10894,1,0.67,2.0,16.51,0,0,0,0,0.4749121430140688,Ananya Singh
N05407,betty_rivera75,Photographer,1,1443,1221,38365,2717,0,0.03,14.12,0.85,0,0,0,0,0.587557118101323,Vikram Patel
N05408,lisahill1984,Travel addict,1,1438,8453,98794,76429,0,0.27,1.29,5.88,0,0,0,0,0.2045149766649141,Kavya Nair
N05409,jenniferwilliams25,Digital marketer,0,1207,6950,99409,99739,1,0.73,1.0,5.76,0,0,0,0,0.1385862825556957,Rahul Das
N05410,richardbaker,Sports fan,1,3950,545,75889,81001,1,0.34,0.94,0.14,0,0,0,0,0.0642758965621519,Ishita Gupta
N05411,william.rodriguez1982,Tech enthusiast,0,847,5483,23301,93864,0,0.35,0.25,6.47,0,0,0,0,0.1426816950257265,Aditya Rao
N05412,elizabeththompson13,Digital marketer,0,872,6343,20527,81116,0,0.16,0.25,7.27,0,0,0,0,0.1643260795048598,Neha Joshi
N05413,jessicawright1983,Lover of nature,0,615,6517,758,76542,1,0.25,0.01,10.6,0,0,0,0,0.2038949372878704,Karthik Iyer
N05414,donald.rivera1996,,1,3808,8892,23580,82026,0,0.63,0.29,2.34,0,0,0,0,0.0838766776020494,Simran Kaur
N05415,mark.martinez76,Digital marketer,0,3040,8442,66538,28500,0,0.54,2.33,2.78,0,0,0,0,0.1454769261218848,Yash Malhotra
N05417,david.baker1993,Photographer,0,3490,3297,71942,63318,0,0.25,1.14,0.94,0,0,0,0,0.1073923167788664,Manav Bansal
N05418,lisa_allen1988,,1,4971,1216,9466,69370,0,0.1,0.14,0.24,0,0,0,0,0.0799764758916245,Tanvi Mishra
N05419,karen_lewis81,Sports fan,1,989,6576,46732,37008,1,0.58,1.26,6.65,0,0,0,0,0.1199692581407946,Devansh Agarwal
N05420,james_wright67,Sports fan,0,4029,6193,85665,70770,0,0.23,1.21,1.54,0,0,0,0,0.0985281043573833,Meera Pillai
N05421,lisa.hill,Sports fan,1,874,5007,23723,93877,0,0.54,0.25,5.73,0,0,0,0,0.1211040144673832,Siddharth Jain
N05422,barbara.williams1989,Travel addict,1,3465,7732,6233,52719,0,0.35,0.12,2.23,0,0,0,0,0.0778784915818295,Aisha Khan
N05423,danielhill6,Sports fan,0,1347,9457,66717,41220,0,0.28,1.62,7.02,0,0,0,0,0.1930958939748827,Harsh Vardhan
